# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
19.3            	p               	-1.82060995e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.35           	U               	(2.91907044e-02 -4.53401748e-03 -8.83120884e-03)	(1.04166668e-01 4.74022502e-01 1.11172820e-01)	(9.68244528e-01 4.53482563e-02 1.58047498e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
19.35           	p               	-2.72081757e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.4            	U               	(-5.09248823e-02 -1.07773025e-02 -5.45100383e-03)	(3.12500000e-01 3.29669482e-01 -3.51659222e-01)	(6.71729479e-01 9.19816046e-02 1.15549641e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
19.4            	p               	-3.45289673e+01	(1.04166667e-01 -1.15875681e-02 2.11120465e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.45           	U               	(-1.18151034e-01 -3.15134902e-02 -2.49956376e-02)	(1.04166667e-01 4.44171937e-01 -1.69101226e-01)	(4.85553118e-01 1.53115179e-01 7.05073370e-02)	(1.04166667e-01 -2.28166018e-01 -2.51045719e-01)
19.45           	p               	-3.98077067e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.5            	U               	(-4.86166640e-01 -2.47105163e-02 -1.36481885e-02)	(3.12500000e-01 1.58726448e-01 4.08640608e-01)	(1.16930255e-01 2.12773929e-01 2.31566299e-02)	(1.04166667e-01 -2.28166018e-01 -2.51045719e-01)
19.5            	p               	-4.26921414e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.55           	U               	(-8.08443521e-01 -1.53591331e-02 -1.20317577e-02)	(3.12500000e-01 9.75474141e-02 3.98140265e-01)	(-5.31824671e-02 1.00554786e-02 1.47601971e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
19.55           	p               	-4.28821039e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.6            	U               	(-1.25499909e+00 -1.93587380e-02 -6.31444675e-03)	(3.12500000e-01 2.63320845e-01 -3.11753928e-01)	(-6.82531054e-02 1.13028727e-02 1.98289904e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
19.6            	p               	-4.03761150e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.65           	U               	(-1.58073498e+00 -1.16897223e-02 -7.08763728e-03)	(3.12500000e-01 3.91870724e-01 -1.24795254e-01)	(-7.79965616e-02 1.25338299e-02 2.43038144e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
19.65           	p               	-3.54193243e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.7            	U               	(-1.80478078e+00 -2.23162851e-02 -5.67606770e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.00484223e-02 1.44126677e-02 3.27323666e-02)	(1.04166667e-01 -1.74946326e-01 4.64190110e-01)
19.7            	p               	-2.81599726e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.75           	U               	(-1.93777670e+00 -4.37952331e-02 -1.48903929e-02)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.14354823e-02 1.80634235e-02 3.56801463e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
19.75           	p               	-1.91246751e+01	(1.04166669e-01 1.44164696e-01 4.74562070e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.8            	U               	(-1.96472682e+00 -3.70696984e-01 -3.50820495e-01)	(1.04166667e-01 2.04249521e-01 -3.05819224e-01)	(-5.99621859e-02 2.34250812e-02 1.19872930e-01)	(1.04166666e-01 -7.97489460e-02 4.80181470e-01)
19.8            	p               	-8.90774965e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.85           	U               	(-1.90705828e+00 -3.25099816e-01 -3.80611707e-01)	(1.04166667e-01 1.58250731e-01 -3.19924728e-01)	(4.04373671e-03 2.82447041e-02 1.17352142e-01)	(1.04166668e-01 -1.11172818e-01 4.74022503e-01)
19.85           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.24947718e+00	(1.04162120e-01 4.07786746e-01 -1.40398252e-02)
19.9            	U               	(-1.67644402e+00 -2.32977628e-01 -4.14146273e-01)	(1.04166667e-01 1.43426801e-01 -3.56242701e-01)	(9.34096844e-02 2.98429653e-02 2.07435095e-01)	(1.04166666e-01 -7.81573312e-02 4.67644855e-01)
19.9            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.27877653e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
19.95           	U               	(-1.37222510e+00 -1.76981818e-01 -4.13996450e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(1.22876541e-01 2.76206483e-02 1.74318384e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
19.95           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.27147099e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
20              	U               	(-1.03646447e+00 -1.48571607e-01 -4.21498050e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(1.13824765e-01 1.99260450e-02 1.29070765e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
20              	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.11980603e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
